,hexagon_id,connections_points,normalized_score
32621,871f96426ffffff,,
32622,871fb3709ffffff,,
32623,87186c428ffffff,,
32624,871f82ce4ffffff,,
32625,873962c2dffffff,,
32626,87186cc6bffffff,,
32627,8718630caffffff,,
32628,871f964c9ffffff,,
32629,871fb37acffffff,,
32630,87396c871ffffff,,
32631,871871a8dffffff,,
32632,87186cd0effffff,,
32633,87186316dffffff,,
32634,871f9174affffff,,
32635,871f9656cffffff,,
32636,87396c914ffffff,,
32637,873962d73ffffff,,
32638,87186cdb1ffffff,,
32639,873975b2cffffff,,
32640,871f824a1ffffff,,
32641,871863210ffffff,,
32642,871fb38f2ffffff,,
32643,871868032ffffff,,
32644,8718632b3ffffff,,
32645,871f91890ffffff,,
32646,871fb3995ffffff,,
32647,871f966b2ffffff,,
32648,8718680d5ffffff,,
32649,87396ca5affffff,,
32650,871863356ffffff,,
32651,871f91933ffffff,,
32652,871f96755ffffff,,
32653,871fb3adbffffff,,
32654,87186821bffffff,,
32655,87186c385ffffff,,
32656,87396cba0ffffff,,
32657,87186349cffffff,,
32658,871f9689bffffff,,
32659,87396cc43ffffff,,
32660,8739630a2ffffff,,
32661,87186d0e0ffffff,,
32662,871f91b1cffffff,,
32663,871fb3c21ffffff,,
32664,871868361ffffff,,
32665,87396cce6ffffff,,
32666,873963145ffffff,,
32667,87186d183ffffff,,
32668,871fb3cc4ffffff,,
32669,871868404ffffff,,
32670,87396cd89ffffff,,
32671,871f95b40ffffff,,
32672,87186d226ffffff,,
32673,871f91c62ffffff,,
32674,871863685ffffff,,
32675,871f96a84ffffff,,
32676,87396328bffffff,,
32677,87186d2c9ffffff,,
32678,871f91d05ffffff,,
32679,871863728ffffff,,
32680,87186854affffff,,
32681,87396332effffff,,
32682,87186d36cffffff,,
32683,871f91da8ffffff,,
32684,873968150ffffff,1.0,0.0
32685,87186386effffff,,
32686,871f96c6dffffff,,
32687,87186c2e2ffffff,,
32688,871f90d1effffff,,
32689,87396d015ffffff,,
32690,871868690ffffff,,
32691,873963474ffffff,,
32692,87186d4b2ffffff,,
32693,871863911ffffff,,
32694,871f96d10ffffff,,
32695,871868733ffffff,,
32696,8719482aaffffff,,
32697,87186d555ffffff,,
32698,8718639b4ffffff,,
32699,871f96db3ffffff,,
32700,871fb4096ffffff,,
32701,87396d15bffffff,,
32702,87194834dffffff,,
32703,871f95a9dffffff,,
32704,871fb2d80ffffff,,
32705,871f92034ffffff,,
32706,87186d69bffffff,,
32707,87194d212ffffff,,
32708,87186891cffffff,,
32709,87396d2a1ffffff,,
32710,873963700ffffff,,
32711,871863b9dffffff,,
32712,87194d2b5ffffff,1.0,0.0
32713,87396d344ffffff,,
32714,8739637a3ffffff,,
32715,871f9221dffffff,,
32716,871863c40ffffff,,
32717,87184695dffffff,,
32718,871868a62ffffff,,
32719,87186269effffff,,
32720,871fb4322ffffff,,
32721,873963846ffffff,,
32722,87186d884ffffff,,
32723,871f922c0ffffff,,
32724,871863ce3ffffff,,
32725,871868b05ffffff,,
32726,87396d48affffff,,
32727,8739638e9ffffff,,
32728,871f839a0ffffff,,
32729,871f92363ffffff,,
32730,871863d86ffffff,,
32731,871868ba8ffffff,,
32732,871fb4468ffffff,,
32733,87396d52dffffff,,
32734,87396398cffffff,,
32735,873975943ffffff,,
32736,871fb2cddffffff,,
32737,871f92406ffffff,,
32738,871868c4bffffff,1.0,0.0
32739,871fb450bffffff,,
32740,87186da6dffffff,,
32741,871f924a9ffffff,,
32742,873968851ffffff,,
32743,871fb45aeffffff,,
32744,871868ceeffffff,,
32745,87396d673ffffff,,
32746,873963ad2ffffff,,
32747,87186db10ffffff,,
32748,871f9254cffffff,,
32749,8739688f4ffffff,1.0,0.0
32750,871fb4651ffffff,,
32751,871845318ffffff,,
32752,87186c19cffffff,,
32753,871868d91ffffff,,
32754,87396d716ffffff,,
32755,873963b75ffffff,,
32756,87186dbb3ffffff,,
32757,871fb46f4ffffff,,
32758,873963c18ffffff,,
32759,87186dc56ffffff,,
32760,871f92692ffffff,,
32761,87396d85cffffff,,
32762,871948a4effffff,,
32763,871f92735ffffff,,
32764,873968addffffff,,
32765,873963d5effffff,,
32766,871948af1ffffff,,
32767,87186dd9cffffff,,
32768,873968b80ffffff,,
32769,87186901dffffff,,
32770,87396d9a2ffffff,,
32771,871fb48ddffffff,,
32772,871f9c41cffffff,,
32773,8718690c0ffffff,,
32774,871fb4980ffffff,,
32775,87396da45ffffff,,
32776,871f9291effffff,,
32777,871869163ffffff,,
32778,871fb4a23ffffff,,
32779,87396dae8ffffff,,
32780,871f9c562ffffff,,
32781,873968d69ffffff,,
32782,871fa6103ffffff,,
32783,871845275ffffff,,
32784,871f90b35ffffff,,
32785,871869206ffffff,,
32786,871fb4ac6ffffff,,
32787,871f840a1ffffff,,
32788,87396db8bffffff,,
32789,871f92a64ffffff,,
32790,87186e028ffffff,,
32791,871fa61a6ffffff,,
32792,8718692a9ffffff,,
32793,87396408dffffff,,
32794,87396dc2effffff,,
32795,871fb4b69ffffff,,
32796,871f84144ffffff,,
32797,87186e0cbffffff,,
32798,87186934cffffff,,
32799,871f82172ffffff,,
32800,871f958b4ffffff,,
32801,873964130ffffff,,
32802,87396dcd1ffffff,,
32803,871fb4c0cffffff,,
32804,871f92baaffffff,,
32805,87186e16effffff,,
32806,87396dd74ffffff,,
32807,871f8428affffff,,
32808,871f92c4dffffff,,
32809,87186e211ffffff,,
32810,873964276ffffff,,
32811,871869492ffffff,,
32812,871949009ffffff,,
32813,871fb4d52ffffff,,
32814,871f8432dffffff,,
32815,871f9a633ffffff,,
32816,871f90a92ffffff,,
32817,87186c056ffffff,,
32818,871f92cf0ffffff,,
32819,87186e2b4ffffff,,
32820,871fa6432ffffff,,
32821,873964319ffffff,,
32822,871869535ffffff,,
32823,8719490acffffff,,
32824,871fb0076ffffff,,
32825,871f92d93ffffff,,
32826,871fa64d5ffffff,,
32827,871f84473ffffff,,
32828,871fb0119ffffff,,
32829,871f84516ffffff,,
32830,87186e49dffffff,,
32831,871f95811ffffff,,
32832,871fb2af4ffffff,,
32833,871fa661bffffff,,
32834,87186971effffff,,
32835,873964502ffffff,,
32836,871949295ffffff,,
32837,87186e540ffffff,,
32838,871fb5081ffffff,,
32839,8739645a5ffffff,,
32840,871f8465cffffff,,
32841,871fb0302ffffff,,
32842,871869864ffffff,,
32843,873964648ffffff,,
32844,871fb5124ffffff,,
32845,871fb03a5ffffff,,
32846,871f930c2ffffff,,
32847,87194bb2affffff,,
32848,871f9a590ffffff,,
32849,87186e686ffffff,,
32850,8739646ebffffff,,
32851,871f847a2ffffff,,
32852,871fb0448ffffff,,
32853,871f93165ffffff,,
32854,87186e729ffffff,,
32855,87396950dffffff,,
32856,871f9cd06ffffff,,
32857,8718699aaffffff,,
32858,87396478effffff,,
32859,871fb526affffff,1.0,0.0
32860,871949521ffffff,,
32861,871f84845ffffff,1.0,0.0
32862,871fb04ebffffff,,
32863,871f8202cffffff,,
32864,871f9576effffff,,
32865,871fb2a51ffffff,,
32866,871f93208ffffff,,
32867,871f9cda9ffffff,,
32868,8739695b0ffffff,,
32869,871869a4dffffff,,
32870,873964831ffffff,,
32871,871fb530dffffff,,
32872,871f848e8ffffff,,
32873,871fb058effffff,,
32874,871f932abffffff,,
32875,871869af0ffffff,,
32876,8739648d4ffffff,,
32877,871fb53b0ffffff,,
32878,871f8498bffffff,1.0,0.0
32879,871f9a4edffffff,,
32880,873966cf4ffffff,,
32881,871f9094cffffff,,
32882,871f86dabffffff,,
32883,871fb0631ffffff,,
32884,87186e912ffffff,,
32885,871f9334effffff,,
32886,871869b93ffffff,,
32887,871fb5453ffffff,,
32888,87194970affffff,,
32889,871f84a2effffff,,
32890,871fb06d4ffffff,,
32891,87186e9b5ffffff,,
32892,871869c36ffffff,,
32893,873964a1affffff,,
32894,871fb54f6ffffff,,
32895,871f956cbffffff,,
32896,871fb29aeffffff,,
32897,8719497adffffff,,
32898,871f84ad1ffffff,,
32899,871860095ffffff,,
32900,87186ea58ffffff,,
32901,871f93494ffffff,,
32902,871fb5599ffffff,,
32903,871869cd9ffffff,,
32904,871949850ffffff,,
32905,871f84b74ffffff,,
32906,871fb081affffff,,
32907,873964b60ffffff,,
32908,8719498f3ffffff,,
32909,87186eb9effffff,,
32910,873969982ffffff,,
32911,871f9a44affffff,,
32912,8718622ccffffff,,
32913,873966c51ffffff,,
32914,871f908a9ffffff,,
32915,871f86d08ffffff,,
32916,871fa6d1cffffff,,
32917,873964c03ffffff,,
32918,871949996ffffff,,
32919,871fb0960ffffff,,
32920,87186ec41ffffff,,
32921,8718650a0ffffff,,
32922,873969a25ffffff,,
32923,871fb5782ffffff,,
32924,873964ca6ffffff,,
32925,871f84d5dffffff,,
32926,871860321ffffff,,
32927,871849d68ffffff,,
32928,871f95628ffffff,,
32929,871fb290bffffff,,
32930,871fa2040ffffff,,
32931,871fb0a03ffffff,,
32932,871f93720ffffff,,
32933,87186ece4ffffff,,
32934,871865143ffffff,,
32935,873964d49ffffff,,
32936,871949adcffffff,,
32937,871fb5825ffffff,,
32938,871fa20e3ffffff,,
32939,871fb0aa6ffffff,,
32940,871f80081ffffff,,
32941,873969b6bffffff,,
32942,871fb58c8ffffff,,
32943,871862229ffffff,,
32944,87194b941ffffff,,
32945,873966baeffffff,,
32946,871f90806ffffff,,
32947,871f86c65ffffff,,
32948,871fa2186ffffff,,
32949,87186a008ffffff,,
32950,87396e98dffffff,,
32951,871fb0b49ffffff,,
32952,87396006dffffff,,
32953,871f93866ffffff,,
32954,871865289ffffff,,
32955,871f80124ffffff,,
32956,873969c0effffff,,
32957,871fb596bffffff,,
32958,871949c22ffffff,,
32959,871849cc5ffffff,,
32960,873961d8cffffff,,
32961,871f95585ffffff,,
32962,871fb2868ffffff,,
32963,87186050affffff,,
32964,871fa2229ffffff,,
32965,871f93909ffffff,,
32966,873960110ffffff,,
32967,87186532cffffff,,
32968,873969cb1ffffff,,
32969,871949cc5ffffff,1.0,0.0
32970,871fb5a0effffff,,
32971,87186a14effffff,,
32972,871fa22ccffffff,,
32973,8718605adffffff,,
32974,871f939acffffff,,
32975,873966b0bffffff,,
32976,871f90763ffffff,,
32977,8739601b3ffffff,,
32978,873969d54ffffff,,
32979,871fb5ab1ffffff,,
32980,871f8508cffffff,,
32981,871949d68ffffff,1.0,0.0
32982,871860650ffffff,,
32983,87396eb76ffffff,,
32984,871fb0d32ffffff,,
32985,873960256ffffff,,
32986,871865472ffffff,,
32987,871f8030dffffff,,
32988,871fa2412ffffff,,
32989,871fb5b54ffffff,,
32990,871f93af2ffffff,,
32991,871f81da0ffffff,,
32992,871849c22ffffff,,
32993,873961ce9ffffff,,
32994,871f954e2ffffff,,
32995,871f803b0ffffff,,
32996,87396511bffffff,,
32997,871fa24b5ffffff,,
32998,87184d054ffffff,,
32999,871f93b95ffffff,,
33000,87396039cffffff,,
33001,871f80453ffffff,,
33002,871fb5c9affffff,,
33003,871fa2558ffffff,,
33004,87186565bffffff,,
33005,871f804f6ffffff,,
33006,873965261ffffff,,
33007,87186bc84ffffff,,
33008,873966a68ffffff,,
33009,871f906c0ffffff,,
33010,87184d19affffff,,
33011,8718608dcffffff,,
33012,871f85318ffffff,,
33013,871f93cdbffffff,,
33014,871f80599ffffff,,
33015,8739604e2ffffff,,
33016,873965304ffffff,,
33017,871fa269effffff,,
33018,87186a520ffffff,,
33019,871fb1061ffffff,,
33020,873960585ffffff,,
33021,8718657a1ffffff,,
33022,87184d2e0ffffff,,
33023,873961c46ffffff,,
33024,871fb2722ffffff,,
33025,871f8545effffff,,
33026,871860a22ffffff,,
33027,871fa2741ffffff,,
33028,871fb1104ffffff,,
33029,873960628ffffff,,
33030,871865844ffffff,,
33031,87396544affffff,,
33032,87184d383ffffff,,
33033,871860ac5ffffff,,
33034,871f85501ffffff,,
33035,8739606cbffffff,,
33036,871f80782ffffff,,
33037,8739654edffffff,,
33038,871f855a4ffffff,,
33039,87194b758ffffff,,
33040,871844d5dffffff,,
33041,871f9061dffffff,,
33042,871860b68ffffff,,
33043,87184d426ffffff,,
33044,871fb124affffff,,
33045,87396076effffff,,
33046,871f80825ffffff,,
33047,87186598affffff,,
33048,871fb606cffffff,,
33049,873965590ffffff,,
33050,871860c0bffffff,,
33051,87184d4c9ffffff,1.0,0.0
33052,871fa292affffff,,
33053,871f9400affffff,,
33054,873960811ffffff,,
33055,871849adcffffff,,
33056,871f9539cffffff,,
33057,873961ba3ffffff,,
33058,871fb12edffffff,,
33059,871865a2dffffff,1.0,0.0
33060,871f808c8ffffff,,
33061,873965633ffffff,,
33062,87184d56cffffff,,
33063,871860caeffffff,,
33064,871f940adffffff,,
33065,871fb1390ffffff,,
33066,8739608b4ffffff,,
33067,871865ad0ffffff,,
33068,871f8096bffffff,,
33069,871fb61b2ffffff,,
33070,8739656d6ffffff,,
33071,873966922ffffff,,
33072,87186a8f2ffffff,,
33073,871f8578dffffff,,
33074,871f94150ffffff,,
33075,871fb1433ffffff,,
33076,871865b73ffffff,,
33077,871f80a0effffff,,
33078,871fb6255ffffff,,
33079,87186a995ffffff,,
33080,87184d6b2ffffff,,
33081,871fb14d6ffffff,,
33082,871f80ab1ffffff,,
33083,871865c16ffffff,1.0,0.0
33084,87396581cffffff,,
33085,87184d755ffffff,,
33086,871f94296ffffff,,
33087,873961b00ffffff,,
33088,873960a9dffffff,,
33089,871f80b54ffffff,,
33090,871fb639bffffff,,
33091,87186aadbffffff,,
33092,871fa2c59ffffff,,
33093,871fb161cffffff,,
33094,873960b40ffffff,,
33095,871865d5cffffff,,
33096,873965962ffffff,,
33097,87184d89bffffff,,
33098,871f80c9affffff,,
33099,873965a05ffffff,,
33100,871fb64e1ffffff,,
33101,871861080ffffff,,
33102,87186ac21ffffff,,
33103,87194b612ffffff,,
33104,87186ba9bffffff,,
33105,871f86936ffffff,,
33106,871fb1762ffffff,,
33107,873960c86ffffff,,
33108,871f9e020ffffff,,
33109,873965aa8ffffff,,
33110,871fb6584ffffff,,
33111,871861123ffffff,,
33112,87186acc4ffffff,,
33113,871f94522ffffff,,
33114,873960d29ffffff,,
33115,871fb1805ffffff,,
33116,873965b4bffffff,,
33117,87184da84ffffff,,
33118,871f85c02ffffff,,
33119,871849996ffffff,,
33120,871f95256ffffff,,
33121,873961a5dffffff,,
33122,871fb18a8ffffff,,
33123,871f9e166ffffff,,
33124,871fb66caffffff,,
33125,871861269ffffff,,
33126,871f85ca5ffffff,,
33127,871f94668ffffff,,
33128,871fb194bffffff,,
33129,873965c91ffffff,,
33130,871fb676dffffff,,
33131,87186130cffffff,,
33132,871844029ffffff,,
33133,871f9470bffffff,,
33134,873965d34ffffff,,
33135,871844b74ffffff,,
33136,871f86893ffffff,,
33137,871f90434ffffff,,
33138,871fb6810ffffff,,
33139,87184dc6dffffff,,
33140,8718440ccffffff,,
33141,871f947aeffffff,,
33142,871fb1a91ffffff,,
33143,871fb68b3ffffff,17.0,0.32653061224489793
33144,871861452ffffff,,
33145,87184dd10ffffff,,
33146,871f94851ffffff,,
33147,871fb1b34ffffff,,
33148,873961058ffffff,,
33149,871866274ffffff,,
33150,871fb6956ffffff,,
33151,8718498f3ffffff,,
33152,871f9ed54ffffff,,
33153,871f951b3ffffff,,
33154,871fb2496ffffff,,
33155,8718614f5ffffff,,
33156,87186b096ffffff,,
33157,87184ddb3ffffff,,
33158,871f948f4ffffff,,
33159,871f9e495ffffff,,
33160,871849034ffffff,,
33161,871861598ffffff,,
33162,8718442b5ffffff,,
33163,87396119effffff,,
33164,871fb6a9cffffff,,
33165,871844358ffffff,,
33166,871fb1d1dffffff,,
33167,871844ad1ffffff,,
33168,871861db4ffffff,,
33169,87186b955ffffff,,
33170,871f90391ffffff,,
33171,873961241ffffff,,
33172,871f8611affffff,,
33173,8718616deffffff,,
33174,873966063ffffff,1.0,0.0
33175,871f94addffffff,,
33176,8739612e4ffffff,,
33177,871861781ffffff,,
33178,873966106ffffff,,
33179,87186b322ffffff,,
33180,871fa34a0ffffff,,
33181,87184449effffff,,
33182,871f94b80ffffff,,
33183,871849850ffffff,,
33184,871f9ecb1ffffff,,
33185,871f95110ffffff,,
33186,871f9e721ffffff,,
33187,871fb6c85ffffff,,
33188,871861824ffffff,,
33189,871f86260ffffff,,
33190,8739661a9ffffff,,
33191,871844541ffffff,,
33192,871f94c23ffffff,,
33193,87396142affffff,,
33194,871849363ffffff,,
33195,871f86303ffffff,,
33196,871fb6d28ffffff,,
33197,87396624cffffff,,
33198,87186b468ffffff,,
33199,873966696ffffff,,
33200,871844a2effffff,,
33201,87186b8b2ffffff,,
33202,871861d11ffffff,,
33203,871f8674dffffff,,
33204,871f902eeffffff,,
33205,871f94cc6ffffff,,
33206,8739614cdffffff,,
33207,871f863a6ffffff,,
33208,87186196affffff,,
33209,87186b50bffffff,,
33210,871f94d69ffffff,,
33211,871fb204cffffff,,
33212,873961570ffffff,,
33213,871f9e90affffff,,
33214,871861a0dffffff,,
33215,871f9ec0effffff,1.0,0.0
33216,871f9506dffffff,,
33217,873961874ffffff,,
33218,871fb2350ffffff,,
33219,871f86449ffffff,,
33220,873966392ffffff,,
33221,87186b5aeffffff,,
33222,871f9e9adffffff,,
33223,873961613ffffff,,
33224,87184954cffffff,,
33225,871f9008dffffff,,
33226,871861ab0ffffff,,
33227,871f864ecffffff,,
33228,873966435ffffff,,
33229,87186b651ffffff,,
33230,871fb2192ffffff,,
33231,87194b386ffffff,,
33232,87184498bffffff,,
33233,871f9024bffffff,1.0,0.0
33234,871f866aaffffff,,
33235,871861c6effffff,,
33236,8739616b6ffffff,,
33237,871f90130ffffff,,
33238,871861b53ffffff,,
33239,87194b26bffffff,,
33240,871844870ffffff,,
33241,8739664d8ffffff,,
33242,87186b6f4ffffff,,
33243,871fb2235ffffff,1.0,0.0
33244,873961759ffffff,,
33245,871f9eaf3ffffff,,
33246,871f86632ffffff,,
33247,87184970affffff,,
33248,871fb22adffffff,,
33249,87194b30effffff,,
33250,871844913ffffff,,
33251,871fb22d8ffffff,,
33252,871f9eb96ffffff,,
33253,871f90276ffffff,,
33254,871f866d5ffffff,,
33255,871861c99ffffff,,
33256,87396661effffff,,
33257,8718449b6ffffff,,
33258,87194b3b1ffffff,,
33259,871f95098ffffff,,
33260,871f90319ffffff,,
33261,87186b8ddffffff,,
33262,871844a59ffffff,,
33263,87186b76cffffff,,
33264,87194b2e3ffffff,,
33265,873966550ffffff,,
33266,8718448e8ffffff,,
33267,871f901a8ffffff,,
33268,8739666c1ffffff,,
33269,871fb241effffff,,
33270,873961942ffffff,,
33271,871f9ecdcffffff,,
33272,871f8681bffffff,,
33273,87186b980ffffff,,
33274,873966764ffffff,,
33275,871fb24c1ffffff,,
33276,87184991effffff,,
33277,87186ba23ffffff,,
33278,871fb2564ffffff,,
33279,871f9eac8ffffff,,
33280,87396172effffff,,
33281,871fb220affffff,,
33282,871f95281ffffff,,
33283,873961a88ffffff,,
33284,871f90502ffffff,,
33285,871f86961ffffff,,
33286,8739668aaffffff,,
33287,87186bac6ffffff,,
33288,871844c42ffffff,,
33289,873961b2bffffff,,
33290,871f95324ffffff,,
33291,871849a64ffffff,,
33292,871f905a5ffffff,,
33293,871f86a04ffffff,,
33294,87396694dffffff,,
33295,87186b6c9ffffff,2.0,0.02040816326530612
33296,8739664adffffff,,
33297,87194b240ffffff,,
33298,871844845ffffff,,
33299,871861b28ffffff,,
33300,871f90105ffffff,,
33301,871f86564ffffff,,
33302,87186bb69ffffff,,
33303,871844ce5ffffff,,
33304,87194b6e0ffffff,,
33305,871fb26aaffffff,,
33306,871f90648ffffff,,
33307,87186bc0cffffff,,
33308,871844d88ffffff,,
33309,871fb274dffffff,,
33310,871f9546affffff,,
33311,871f9ea25ffffff,,
33312,87396168bffffff,,
33313,873961c71ffffff,,
33314,871849baaffffff,,
33315,871f906ebffffff,,
33316,871f86b4affffff,,
33317,873966a93ffffff,,
33318,871f9550dffffff,,
33319,873961d14ffffff,,
33320,871849c4dffffff,,
33321,871f9078effffff,,
33322,873966b36ffffff,,
33323,87186bd52ffffff,,
33324,871fb2893ffffff,,
33325,871f955b0ffffff,,
33326,871f86c90ffffff,,
33327,8718447a2ffffff,,
33328,87186b626ffffff,,
33329,87396640affffff,,
33330,871f864c1ffffff,,
33331,871f90062ffffff,,
33332,871861a85ffffff,,
33333,871f90831ffffff,,
33334,871862254ffffff,1.0,0.0
33335,87194b96cffffff,,
33336,871fb2936ffffff,,
33337,871f95653ffffff,,
33338,871f86d33ffffff,,
33339,871f908d4ffffff,,
33340,871f9a475ffffff,,
33341,871f956f6ffffff,,
33342,871f9a518ffffff,,
33343,871f9e982ffffff,1.0,0.0
33344,871fb20c4ffffff,,
33345,87194bab2ffffff,,
33346,871f95799ffffff,,
33347,871f90a1affffff,,
33348,87194bb55ffffff,,
33349,87184515affffff,,
33350,87186c081ffffff,,
33351,871f8219dffffff,,
33352,873975828ffffff,,
33353,87186c124ffffff,,
33354,871f90b60ffffff,,
33355,871f9a701ffffff,,
33356,871fb2c65ffffff,,
33357,871f95982ffffff,,
33358,871f90c03ffffff,,
33359,87186b583ffffff,,
33360,871f8641effffff,,
33361,871845343ffffff,,
33362,871f9a7a4ffffff,,
33363,871862626ffffff,,
33364,871fb2d08ffffff,,
33365,871f95a25ffffff,,
33366,87397596effffff,,
33367,87186c26affffff,,
33368,871f90ca6ffffff,,
33369,8718626c9ffffff,,
33370,871fb2dabffffff,,
33371,871f95ac8ffffff,,
33372,873975a11ffffff,,
33373,87186c30dffffff,,
33374,871f90d49ffffff,,
33375,873961545ffffff,,
33376,871fb2021ffffff,,
33377,871f95b6bffffff,,
33378,871f82429ffffff,,
33379,873962372ffffff,,
33380,87186c3b0ffffff,,
33381,871f95c0effffff,,
33382,871f824ccffffff,,
33383,87186c453ffffff,,
33384,871f95cb1ffffff,,
33385,87396c059ffffff,,
33386,871871275ffffff,,
33387,87186c4f6ffffff,,
33388,871f95d54ffffff,,
33389,871871318ffffff,,
33390,87186c599ffffff,,
33391,8739662c4ffffff,,
33392,871fb6da0ffffff,,
33393,871fb30daffffff,,
33394,87396c242ffffff,,
33395,87184585bffffff,,
33396,871f9111bffffff,,
33397,871fb3220ffffff,,
33398,87396c2e5ffffff,,
33399,87186c782ffffff,,
33400,871fb32c3ffffff,,
33401,87396c388ffffff,,
33402,871f8289effffff,,
33403,87186c825ffffff,1.0,0.0
33404,8718459a1ffffff,,
33405,871f91261ffffff,,
33406,871f96083ffffff,,
33407,8739614a2ffffff,,
33408,871f94c9bffffff,,
33409,871fb3366ffffff,,
33410,871f82941ffffff,,
33411,87396c42bffffff,,
33412,87396288affffff,,
33413,87186c8c8ffffff,,
33414,871845a44ffffff,,
33415,871f91304ffffff,,
33416,871f96126ffffff,,
33417,871fb3409ffffff,,
33418,87396292dffffff,,
33419,87396c4ceffffff,,
33420,87186c96bffffff,,
33421,871fb34acffffff,,
33422,87396c571ffffff,,
33423,873966221ffffff,,
33424,871f862d8ffffff,,
33425,87186189cffffff,,
33426,87187178dffffff,1.0,0.0
33427,87186ca0effffff,,
33428,871f9144affffff,,
33429,871845b8affffff,,
33430,871f9626cffffff,,
33431,873962a73ffffff,,
33432,871f82b2affffff,,
33433,87396c614ffffff,,
33434,87186cab1ffffff,,
33435,871f914edffffff,,
33436,871845c2dffffff,,
33437,873962b16ffffff,,
33438,87186cb54ffffff,,
33439,871f9e799ffffff,,
33440,871f91590ffffff,,
33441,871845cd0ffffff,,
33442,871f963b2ffffff,,
33443,871fb3695ffffff,,
33444,871f82c70ffffff,,
33445,87396c75affffff,,
33446,871863056ffffff,,
33447,871f91633ffffff,,
33448,871845d73ffffff,,
33449,871f96455ffffff,,
33450,871f82d13ffffff,,
33451,871871a19ffffff,,
33452,87186cc9affffff,,
33453,871f916d6ffffff,,
33454,87396c8a0ffffff,,
33455,87186b39affffff,,
33456,871844516ffffff,,
33457,871f86235ffffff,,
33458,871fb6c5affffff,,
33459,871f82db6ffffff,,
33460,87186319cffffff,,
33461,871f9659bffffff,,
33462,87396c943ffffff,,
33463,871f9181cffffff,,
33464,871fb3921ffffff,,
33465,871868061ffffff,,
33466,8718632e2ffffff,,
33467,871f966e1ffffff,,
33468,871868104ffffff,,
33469,87396ca89ffffff,,
33470,871863385ffffff,,
33471,871f9e6f6ffffff,,
33472,87396135cffffff,,
33473,871f94b55ffffff,,
33474,871f91962ffffff,,
33475,871f96784ffffff,,
33476,87396cb2cffffff,,
33477,871863428ffffff,,
33478,871f91a05ffffff,,
33479,871846145ffffff,,
33480,871fb3b0affffff,,
33481,87186824affffff,,
33482,87396302effffff,,
33483,87186d06cffffff,,
33484,8718634cbffffff,,
33485,871f91aa8ffffff,1.0,0.0
33486,871f968caffffff,,
33487,871844473ffffff,,
33488,8739660dbffffff,,
33489,871861756ffffff,,
33490,871f86192ffffff,,
33491,871fb3badffffff,,
33492,8718682edffffff,,
33493,87396cc72ffffff,,
33494,8739630d1ffffff,,
33495,87186356effffff,,
33496,871f9696dffffff,,
33497,871fb3c50ffffff,,
33498,871868390ffffff,,
33499,87396cd15ffffff,,
33500,873963174ffffff,,
33501,87186d1b2ffffff,,
33502,871863611ffffff,,
33503,871f9e653ffffff,,
33504,871fb1d95ffffff,,
33505,871f94ab2ffffff,,
33506,871fb3cf3ffffff,,
33507,871f96a10ffffff,,
33508,871868433ffffff,,
33509,87186d255ffffff,,
33510,871f91c91ffffff,,
33511,8718636b4ffffff,,
33512,871fb3d96ffffff,,
33513,871f96ab3ffffff,,
33514,8718684d6ffffff,,
33515,87194804dffffff,,
33516,871f91d34ffffff,,
33517,871f96b56ffffff,,
33518,87186d39bffffff,,
33519,87186b254ffffff,,
33520,8718616b3ffffff,,
33521,871fb6b14ffffff,,
33522,87186861cffffff,,
33523,873963400ffffff,,
33524,87186389dffffff,,
33525,873968222ffffff,,
33526,871f96c9cffffff,,
33527,87396d044ffffff,,
33528,871948236ffffff,,
33529,8739634a3ffffff,,
33530,87186d4e1ffffff,,
33531,871863940ffffff,,
33532,871868762ffffff,,
33533,871fb4022ffffff,,
33534,873963546ffffff,,
33535,873961216ffffff,,
33536,871f9e5b0ffffff,,
33537,871fb1cf2ffffff,,
33538,8719482d9ffffff,,
33539,87186d584ffffff,,
33540,873968368ffffff,,
33541,871868805ffffff,,
33542,871fb40c5ffffff,,
33543,87396d18affffff,,
33544,871f92063ffffff,,
33545,871863a86ffffff,,
33546,8718688a8ffffff,,
33547,871fb4168ffffff,,
33548,87396d22dffffff,,
33549,87186d6caffffff,,
33550,871f92106ffffff,,
33551,87184432dffffff,,
33552,87186b1b1ffffff,,
33553,871861610ffffff,,
33554,871f8604cffffff,,
33555,871fb6a71ffffff,,
33556,871863b29ffffff,,
33557,871846846ffffff,,
33558,87194d241ffffff,,
33559,87186894bffffff,,
33560,871fb420bffffff,,
33561,87396d2d0ffffff,,
33562,87186d76dffffff,,
33563,871f921a9ffffff,,
33564,8718468e9ffffff,,
33565,871fb42aeffffff,,
33566,87396d373ffffff,,
33567,8718490acffffff,,
33568,871f9e50dffffff,,
33569,873961173ffffff,,
33570,871f9496cffffff,,
33571,87186d810ffffff,,
33572,871f9224cffffff,,
33573,871868a91ffffff,,
33574,871fb4351ffffff,,
33575,87396d416ffffff,,
33576,873963875ffffff,,
33577,87186d8b3ffffff,,
33578,871863d12ffffff,,
33579,871868b34ffffff,,
33580,873963918ffffff,,
33581,87186d956ffffff,,
33582,871f92392ffffff,,
33583,87186b10effffff,,
33584,87186156dffffff,,
33585,87194d4cdffffff,,
33586,871863db5ffffff,,
33587,87396d55cffffff,,
33588,871f92435ffffff,,
33589,873963a5effffff,,
33590,87186da9cffffff,,
33591,871f924d8ffffff,,
